SchemaVersion,LoggerVersion,SessionID,UserID,TimeStamp,Minute,Second,UserX,UserY,UserZ,SceneRadius,ObjX,ObjY,ObjZ,ObjRadius,ObjDeltaX,ObjDeltaY,ObjDeltaZ,ObjDeltaRadius,VertexDelta,NgonDelta,TriDelta,NormalDelta,ObjModeState,EditModeState,ModeChanged,UV,ObjectDelta,ModifierDelta,CtrlV,ShiftD,AltD,Merge,Occlusion
1,,,25e9c7c2,1777548680.49,0,0.79,6.22,-2.22,2.93,1.73,0.0,0.0,0.0,1.73,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,,,25e9c7c2,1777548682.05,0,2.35,13.96,-6.13,9.72,1.73,0.0,0.0,0.0,1.73,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,,,25e9c7c2,1777548684.65,0,4.96,11.5,-5.05,8.38,1.73,0.0,0.0,0.0,1.73,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,,,25e9c7c2,1777548684.92,0,5.22,13.96,-6.13,9.72,1.73,0.0,0.0,0.0,1.73,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,,,25e9c7c2,1777548685.17,0,5.47,9.46,-4.14,7.27,1.73,0.0,0.0,0.0,1.73,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,,,25e9c7c2,1777548685.42,0,5.72,9.38,-4.24,7.33,1.73,0.0,0.0,0.0,1.73,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,,,25e9c7c2,1777548685.68,0,5.99,6.75,-5.97,9.39,1.73,0.0,0.0,0.0,1.73,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,,,25e9c7c2,1777548688.24,0,8.55,6.22,-2.22,2.93,1.73,0.0,0.0,0.0,1.73,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,,,25e9c7c2,1777548714.83,0,35.14,0.0,0.0,0.0,1.73,0.0,0.0,0.0,1.73,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,,,25e9c7c2,1777548719.52,0,39.83,0.0,0.0,0.0,1.73,0.0,-1.24,1.1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1,,,25e9c7c2,1777548723.17,0,43.48,0.0,0.0,0.0,1.73,0.0,0.0,0.0,1.73,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,,,25e9c7c2,1777548724.78,0,45.08,0.0,0.0,0.0,1.73,0.0,-1.24,1.1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,,,25e9c7c2,1777548726.71,0,47.01,10.1,0.56,2.41,1.73,0.0,-1.24,1.1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,,,25e9c7c2,1777548726.99,0,47.29,7.94,0.66,6.69,1.73,0.0,-1.24,1.1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,,,25e9c7c2,1777548727.25,0,47.55,7.79,0.65,6.86,1.73,0.0,-1.24,1.1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,,,25e9c7c2,1777548727.51,0,47.81,13.46,1.13,11.86,1.73,0.0,-1.24,1.1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,,,25e9c7c2,1777548727.81,0,48.11,16.16,1.35,14.23,1.73,0.0,-1.24,1.1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,,,25e9c7c2,1777548728.09,0,48.39,27.93,2.34,24.6,1.73,0.0,-1.24,1.1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,,,25e9c7c2,1777548728.62,0,48.92,40.21,3.37,35.43,1.73,0.0,-1.24,1.1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,,,25e9c7c2,1777548728.89,0,49.19,48.26,4.05,42.51,1.73,0.0,-1.24,1.1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,,,25e9c7c2,1777548729.42,0,49.73,41.27,16.47,46.67,1.73,0.0,-1.24,1.1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,,,25e9c7c2,1777548729.69,0,49.99,26.33,30.24,50.45,1.73,0.0,-1.24,1.1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
