USER_ID,Elapsed,Minute,Second,UserX,UserY,UserZ,SceneRadius,ObjX,ObjY,ObjZ,ObjRadius,VertexDelta,NgonDelta,TriDelta,NormalDelta,ObjMode,EditMode,UV,ObjectDelta,ModifierDelta,CtrlV,ShiftD,AltD,Merge
808fd42c,46.47,0,46.47,8.27,-1.85,0.41,6.24,0.0,0.0,0.0,1.45,0,0,0,0,0,0,0,0,0,0,0,0,0
808fd42c,47.47,0,47.47,8.27,-1.85,0.41,6.24,0.0,0.0,0.0,1.45,0,0,0,0,0,0,0,0,0,0,0,0,0
808fd42c,48.48,0,48.48,8.27,-1.85,0.41,6.24,0.0,0.0,0.0,1.45,0,0,0,0,0,0,0,0,0,0,0,0,0
808fd42c,49.48,0,49.48,5.04,-0.31,6.81,6.24,0.0,0.0,0.0,1.45,0,0,0,0,0,0,0,0,0,0,0,0,0
808fd42c,50.48,0,50.48,8.44,0.17,0.75,6.24,0.0,0.0,0.0,1.45,0,0,0,0,0,0,0,0,0,0,0,0,0
808fd42c,51.49,0,51.49,8.44,0.17,0.75,6.24,0.0,0.0,0.0,1.45,0,0,0,0,0,0,0,0,0,0,0,0,0
808fd42c,52.49,0,52.49,8.44,0.17,0.75,6.24,0.0,0.0,0.0,1.45,0,0,0,0,0,0,0,0,0,0,0,0,0
808fd42c,53.5,0,53.5,8.44,0.17,0.75,6.24,0.0,0.0,0.0,1.45,0,0,0,0,0,1,1,0,0,0,0,0,0
808fd42c,54.5,0,54.5,8.44,0.17,0.75,6.24,0.0,0.0,0.0,1.45,0,0,0,0,0,0,0,0,0,0,0,0,0
808fd42c,55.5,0,55.5,8.44,0.17,0.75,6.24,0.0,0.0,0.0,1.45,0,0,0,0,0,0,0,0,0,0,0,0,0
808fd42c,56.5,0,56.5,8.44,0.17,0.75,6.24,0.0,0.0,0.0,1.45,0,0,0,0,0,0,0,0,0,0,0,0,0
808fd42c,57.51,0,57.51,8.44,0.17,0.75,6.24,0.0,0.0,0.0,1.45,0,0,0,0,0,0,0,0,0,0,0,0,0
808fd42c,58.51,0,58.51,8.44,0.17,0.75,6.24,0.0,0.0,0.0,1.45,0,0,0,0,0,0,0,0,0,0,0,0,0
808fd42c,59.52,0,59.52,8.44,0.17,0.75,6.24,0.0,0.0,0.0,1.45,0,0,0,0,0,0,0,0,0,0,0,0,0
