SchemaVersion,LoggerVersion,SessionID,UserID,TimeStamp,Minute,Second,UserX,UserY,UserZ,SceneRadius,ObjX,ObjY,ObjZ,ObjRadius,ObjDeltaX,ObjDeltaY,ObjDeltaZ,ObjDeltaRadius,VertexDelta,NgonDelta,TriDelta,NormalDelta,ObjModeState,EditModeState,ModeChanged,UV,ObjectDelta,ModifierDelta,CtrlV,ShiftD,AltD,Merge,Occlusion
1,,,b3cef250,1777533733.38,0,4.8,15.03,-6.69,8.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8,0,0,0,1,0,0,0,-3,0,0,0,0,0,0
1,,,b3cef250,1777533768.77,0,40.2,-0.02,-0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,,,b3cef250,1777533794.59,1,6.02,-0.02,-0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1,,,b3cef250,1777534416.34,0,1.76,-9.17,-14.69,6.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,,,b3cef250,1777534416.59,0,2.0,-11.5,-7.44,12.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,,,b3cef250,1777534416.84,0,2.25,-9.44,-2.53,15.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,,,b3cef250,1777534424.18,0,9.6,-9.75,-3.35,15.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,,,b3cef250,1777534424.44,0,9.86,-12.63,-7.92,10.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,,,b3cef250,1777534424.7,0,10.11,-14.85,-7.93,7.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,,,b3cef250,1777534424.96,0,10.38,-15.4,-6.51,7.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,,,b3cef250,1777534425.98,0,11.4,-0.02,-0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,,,b3cef250,1777534450.02,0,35.44,-0.02,-0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1,,,b3cef250,1777534465.3,0,50.72,-0.02,-0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1,,,b3cef250,1777534468.86,0,54.28,1.51,18.27,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,,,b3cef250,1777534469.11,0,54.53,13.83,6.47,10.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,,,b3cef250,1777534469.36,0,54.78,13.88,4.79,11.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,,,b3cef250,1777534469.61,0,55.03,15.73,2.28,9.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
